genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.25	BDI_0027	VBIParDis29947_0025	A6L808	25452	26720	+	1269		UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	FIG00000532	PLF_375288_00000124	PGF_00064092	GO:0003979|UDP-glucose 6-dehydrogenase activity	1.1.1.22|UDP-glucose 6-dehydrogenase	00040|Pentose and glucuronate interconversions;00053|Ascorbate and aldarate metabolism;00500|Starch and sucrose metabolism;00520|Amino sugar and nucleotide sugar metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.26	BDI_0028	VBIParDis29947_0026	A6L809	26739	27653	+	915		hypothetical protein	FIG01310209	PLF_375288_00011115	PGF_00166259			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.27	BDI_0029	VBIParDis29947_0027	A6L810	27685	28803	+	1119		hypothetical protein	FIG00638284	PLF_375288_00004662	PGF_00180392			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.28	BDI_0031	VBIParDis29947_0028	A6L812	29531	30991	+	1461		Lipopolysaccharide biosynthesis protein WzxC	FIG00139739	PLF_375288_00005052	PGF_00017221			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.29	BDI_0032	VBIParDis29947_0029	A6L813	31038	31712	+	675		Galactoside O-acetyltransferase (EC 2.3.1.18)	FIG00139238	PLF_375288_00011588	PGF_00192476	GO:0008870|galactoside O-acetyltransferase activity	2.3.1.18|Galactoside O-acetyltransferase	
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.30	BDI_0033	VBIParDis29947_0030	A6L814	31709	32803	+	1095		hypothetical protein	FIG00139262	PLF_375288_00011116	PGF_00221947			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.31	BDI_0034	VBIParDis29947_0031	A6L815	32800	33960	+	1161		hypothetical protein	FIG00638284	PLF_375288_00011405	PGF_00370329			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.32	BDI_0035	VBIParDis29947_0032	A6L816	33951	35234	+	1284		hypothetical protein	FIG00638284	PLF_375288_00010631	PGF_00130985			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.33	BDI_0036	VBIParDis29947_0033	A6L817	35245	35877	+	633		hypothetical protein	FIG00638284	PLF_375288_00011606	PGF_00206999			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.34	BDI_0037	VBIParDis29947_0034	A6L818	35883	36851	+	969		hypothetical protein	FIG00638284	PLF_375288_00011117	PGF_00362328			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.35	BDI_0038	VBIParDis29947_0035	A6L819	36809	37699	+	891		Polysaccharide deacetylase	FIG00004655	PLF_375288_00010632	PGF_00361046			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.36	BDI_0039	VBIParDis29947_0036	A6L820	37675	38772	+	1098		hypothetical protein	FIG00036320	PLF_375288_00010239	PGF_00164102			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.37		VBIParDis29947_0037		39311	39430	+	120		hypothetical protein	FIG00638284	PLF_375288_00010633	PGF_00251235			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.38	BDI_0041	VBIParDis29947_0038	A6L822	39448	40641	+	1194		hypothetical protein	FIG00936237	PLF_375288_00004505	PGF_00154083			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.39	BDI_0042	VBIParDis29947_0039	A6L823	40656	41354	+	699		Probable UDP-N-acetyl-D-mannosaminuronic acid transferase (EC 2.4.1.-)	FIG00001834	PLF_375288_00004003	PGF_00036890	GO:0000009|alpha-1,6-mannosyltransferase activity;GO:0000009|alpha-1,2-mannosyltransferase activity;GO:0000009|mannosyltransferase activity;GO:0000009|alpha-1,3-mannosyltransferase activity;GO:0000009|alpha-1,3-galactosyltransferase activity;GO:0000009|UDP-glucose:glycoprotein glucosyltransferase activity;GO:0000009|glycolipid mannosyltransferase activity;GO:0000009|oligosaccharyl transferase activity;GO:0000009|dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity;GO:0000009|acetylglucosaminyltransferase activity;GO:0000009|acetylgalactosaminyltransferase activity;GO:0000009|galactosyltransferase activity;GO:0000009|fucosyltransferase activity;GO:0000009|O antigen polymerase activity;GO:0000009|lipopolysaccharide-1,6-galactosyltransferase activity;GO:0000009|cellulose synthase activity;GO:0000009|9-phenanthrol UDP-glucuronosyltransferase activity;GO:0000009|1-phenanthrol glycosyltransferase activity;GO:0000009|9-phenanthrol glycosyltransferase activity;GO:0000009|1,2-dihydroxy-phenanthrene glycosyltransferase activity;GO:0000009|phenanthrol glycosyltransferase activity;GO:0000009|beta-1,4-mannosyltransferase activity;GO:0000009|alpha-1,2-galactosyltransferase activity;GO:0000009|dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|lipopolysaccharide-1,5-galactosyltransferase activity;GO:0000009|dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;GO:0000009|inositol phosphoceramide synthase activity;GO:0000009|glucosyltransferase activity;GO:0000009|alpha-(1->3)-fucosyltransferase activity;GO:0000009|alpha-(1->6)-fucosyltransferase activity;GO:0000009|indole-3-butyrate beta-glucosyltransferase activity;GO:0000009|salicylic acid glucosyltransferase (ester-forming) activity;GO:0000009|salicylic acid glucosyltransferase (glucoside-forming) activity;GO:0000009|benzoic acid glucosyltransferase activity;GO:0000009|chondroitin hydrolase activity;GO:0000009|dolichyl-pyrophosphate Man7GlcNAc2 alpha-1,6-mannosyltransferase activity;GO:0000009|cytokinin 9-beta-glucosyltransferase activity	2.4.1.-|Hexosyltransferases	00051|Fructose and mannose metabolism;00512|O-Glycan biosynthesis;00513|High-mannose type N-glycan biosynthesis;00522|Biosynthesis of 12-, 14- and 16-membered macrolides;00540|Lipopolysaccharide biosynthesis;00550|Peptidoglycan biosynthesis;00561|Glycerolipid metabolism;00563|Glycosylphosphatidylinositol(GPI)-anchor biosynthesis;00600|Sphingolipid metabolism;00601|Glycosphingolipid biosynthesis - lacto and neolacto series;00603|Glycosphingolipid biosynthesis - globo series;00604|Glycosphingolipid biosynthesis - ganglio series;00906|Carotenoid biosynthesis;00908|Zeatin biosynthesis;00941|Flavonoid biosynthesis;00942|Anthocyanin biosynthesis;00944|Flavone and flavonol biosynthesis;00945|Stilbenoid, diarylheptanoid and gingerol biosynthesis;00965|Betalain biosynthesis;01051|Biosynthesis of ansamycins;01057|Biosynthesis of type II polyketide products
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.40	BDI_0043	VBIParDis29947_0040	A6L824	41366	42526	+	1161		UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	FIG00000482	PLF_375288_00000007	PGF_00063981	GO:0008761|UDP-N-acetylglucosamine 2-epimerase activity	5.1.3.14|UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	00520|Amino sugar and nucleotide sugar metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.41	BDI_0044	VBIParDis29947_0041	A6L825	42535	42762	+	228		Glycosyl transferase, group 1 precursor	FIG00913641	PLF_375288_00009408	PGF_02736413			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.42	BDI_0046	VBIParDis29947_0042	A6L827	43591	44568	-	978		Glycosyltransferase	FIG00007960	PLF_375288_00000669	PGF_00009831			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.43	BDI_0047	VBIParDis29947_0043	A6L828	44613	45503	-	891		Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241)	FIG00000545	PLF_375288_00000750	PGF_00017061		2.3.1.241|Kdo(2)-lipid IV(A) lauroyltransferase	
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.44	BDI_0048	VBIParDis29947_0044	A6L829	45505	46839	-	1335		tRNA t(6)A37-methylthiotransferase (EC 2.8.4.5)	FIG00002029	PLF_375288_00001299	PGF_00413298		2.8.4.5|tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase	
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.45	BDI_0049	VBIParDis29947_0045	A6L830	47171	48238	-	1068		FIG00896548: hypothetical protein	FIG00896547	PLF_375288_00002824	PGF_00135687			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.46	BDI_0050	VBIParDis29947_0046	A6L831	48324	49922	-	1599		Beta-hexosaminidase (EC 3.2.1.52)	FIG00001088	PLF_375288_00002231	PGF_00402021	GO:0004563|beta-N-acetylhexosaminidase activity	3.2.1.52|Beta-N-acetylhexosaminidase	00513|High-mannose type N-glycan biosynthesis;00520|Amino sugar and nucleotide sugar metabolism;00531|Glycosaminoglycan degradation;00603|Glycosphingolipid biosynthesis - globo series;00604|Glycosphingolipid biosynthesis - ganglio series
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.47	BDI_0051	VBIParDis29947_0047	A6L832	50122	51786	+	1665		Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	FIG00018699	PLF_375288_00000760	PGF_00017565	GO:0004467|long-chain-fatty-acid-CoA ligase activity	6.2.1.3|Long-chain-fatty-acid--CoA ligase	00071|Fatty acid metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.48	BDI_0053	VBIParDis29947_0048	A6L834	52273	54354	+	2082		hypothetical protein	FIG01347538	PLF_375288_00002556	PGF_00278506			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.49	BDI_0054	VBIParDis29947_0049	A6L835	54349	55659	-	1311		NADH dehydrogenase (EC 1.6.99.3)	FIG00008708	PLF_375288_00001439	PGF_00024540	GO:0003954|NADH dehydrogenase activity	1.6.99.3|NADH dehydrogenase	00190|Oxidative phosphorylation
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.50		VBIParDis29947_0050		55701	55853	+	153		FIG00896486: hypothetical protein	FIG00896485	PLF_375288_00003654	PGF_00218160			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.51	BDI_0055	VBIParDis29947_0051	A6L836	56104	56949	-	846		hypothetical protein	FIG00629921	PLF_375288_00002637	PGF_00097695			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.52	BDI_0056	VBIParDis29947_0052	A6L837	57301	58722	-	1422		Sialic acid-specific 9-O-acetylesterase	FIG00653727	PLF_375288_00002381	PGF_00051904			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.53	BDI_0057	VBIParDis29947_0053	A6L838	58804	60003	-	1200		Cellobiose epimerase (EC 5.1.3.11)	FIG00041819	PLF_375288_00002204	PGF_00417322	GO:0047736|cellobiose epimerase activity	5.1.3.11|Cellobiose epimerase	
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.54	BDI_0058	VBIParDis29947_0054	A6L839	59996	61387	-	1392		Putative permease of the Na+:galactoside symporter family	FIG01531791	PLF_375288_00002365	PGF_00043156			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.55	BDI_0059	VBIParDis29947_0055	A6L840	61406	62578	-	1173		4-O-beta-D-mannosyl-D-glucose phosphorylase (EC 2.4.1.281)	FIG01423360	PLF_375288_00001545	PGF_00422587		2.4.1.281|4-O-beta-D-mannosyl-D-glucose phosphorylase	
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.56	BDI_0060	VBIParDis29947_0056	A6L841	62679	63635	-	957		Mannan endo-1,4-beta-mannosidase	FIG00896545	PLF_375288_00002293	PGF_00019254			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.57	BDI_0061	VBIParDis29947_0057	A6L842	63949	64191	+	243		hypothetical protein	FIG00638284	PLF_375288_00004253	PGF_00375324			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.58	BDI_0062	VBIParDis29947_0058	A6L843	64404	65870	-	1467		hypothetical protein	FIG00899021	PLF_375288_00002091	PGF_00348506			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.59	BDI_0063	VBIParDis29947_0059	A6L844	65877	67646	-	1770		hypothetical protein	FIG00897119	PLF_375288_00003005	PGF_00255481			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.60	BDI_0064	VBIParDis29947_0060	A6L845	67654	69126	-	1473		tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	FIG00000654	PLF_375288_00001872	PGF_00413562	GO:0015031|protein transport;GO:0042597|periplasmic space		
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.61	BDI_0065	VBIParDis29947_0061	A6L846	69123	70688	-	1566		hypothetical protein	FIG00897657	PLF_375288_00002565	PGF_00155770			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.62	BDI_0066	VBIParDis29947_0062	A6L847	70672	71274	-	603		FIG00896332: hypothetical protein	FIG00896331	PLF_375288_00003223	PGF_00207188			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.63	BDI_0067	VBIParDis29947_0063	A6L848	71459	72586	-	1128		Acetylornithine aminotransferase (EC 2.6.1.11)	FIG00001168	PLF_375288_00001343	PGF_00026761	GO:0003992|acetylornithine transaminase activity	2.6.1.11|Acetylornithine transaminase	00330|Arginine and proline metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.64	BDI_0068	VBIParDis29947_0064	A6L849	72601	73569	-	969	argC	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	FIG00000358	PLF_375288_00001365	PGF_00023739	GO:0003942|N-acetyl-gamma-glutamyl-phosphate reductase activity	1.2.1.38|N-acetyl-gamma-glutamyl-phosphate reductase	00330|Arginine and proline metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.65	BDI_0069	VBIParDis29947_0065	A6L850	73566	74765	-	1200		Argininosuccinate synthase (EC 6.3.4.5)	FIG00000301	PLF_375288_00001339	PGF_00064694	GO:0004055|argininosuccinate synthase activity	6.3.4.5|Argininosuccinate synthase	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.66	BDI_0070	VBIParDis29947_0066	A6L851	74804	75397	-	594		N-acetyl-L-citrulline:glutamate N-acetyltransferase	FIG00897526	PLF_375288_00000811	PGF_00023728			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.67	BDI_0071	VBIParDis29947_0067	A6L852	75426	75866	-	441		Arginine pathway regulatory protein ArgR, repressor of arg regulon	FIG00003270	PLF_375288_00002225	PGF_00064359			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.68	BDI_0072	VBIParDis29947_0068	A6L853	76248	77039	+	792		Zn-dependent protease with chaperone function	FIG00898152	PLF_375288_00001517	PGF_00067680			
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.69	BDI_0073	VBIParDis29947_0069	A6L854	77085	78893	-	1809		MutS-related protein, family 1	FIG00002839	PLF_375288_00000809	PGF_00023412	GO:0003684|damaged DNA binding;GO:0005524|ATP binding;GO:0006298|mismatch repair		
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.70	BDI_0074	VBIParDis29947_0070	A6L855	79048	79881	+	834		Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4); Outer membrane phospholipase A	FIG00001339	PLF_375288_00000911	PGF_00033690	GO:0008970|phosphatidylcholine 1-acylhydrolase activity;GO:0008970|phosphatidylserine 1-acylhydrolase activity;GO:0008970|1-acyl-2-lysophosphatidylserine acylhydrolase activity;GO:0004623|phospholipase A2 activity	3.1.1.32|Phospholipase A(1);3.1.1.4|Phospholipase A(2)	00564|Glycerophospholipid metabolism;00592|alpha-Linolenic acid metabolism;00565|Ether lipid metabolism;00590|Arachidonic acid metabolism;00591|Linoleic acid metabolism
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.71	BDI_0075	VBIParDis29947_0071	A6L856	80023	81567	+	1545		Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	FIG00002099	PLF_375288_00001639	PGF_00026327	GO:0003989|acetyl-CoA carboxylase activity;GO:0004658|propionyl-CoA carboxylase activity	6.4.1.2|Acetyl-CoA carboxylase;6.4.1.3|Propionyl-CoA carboxylase	00061|Fatty acid biosynthesis;00253|Tetracycline biosynthesis;00280|Valine, leucine and isoleucine degradation;00620|Pyruvate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00720|Reductive carboxylate cycle (CO2 fixation)
435591.13	Parabacteroides distasonis ATCC 8503	NC_009615	PATRIC	CDS	fig|435591.13.peg.72	BDI_0076	VBIParDis29947_0072	A6L857	81580	83091	+	1512		Propionyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.3)	FIG00000420	PLF_375288_00001690	PGF_00037756	GO:0004658|propionyl-CoA carboxylase activity	6.4.1.3|Propionyl-CoA carboxylase	00280|Valine, leucine and isoleucine degradation;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation)
